nombre,apellido,edad,telefono
Christina,Bell,54,62889
Isaac,Bell,57,10641
Loretta,Bell,34,26266
Rosetta,Bell,65,45424
Verna,Bell,61,48206
Estelle,Bell,36,79628
Georgia,Bell,31,04851
Harry,Bell,36,09252
Bill,Bell,55,13102
Annie,Bell,36,04813
Nettie,Bell,23,69715
Myrtie,Bell,33,72500
Lucille,Bell,46,39546
Dorothy,Bell,39,27941
Johnny,Bell,36,17207
Kate,Bell,65,64262
Bruce,Bell,25,05420
Zachary,Bennett,50,48117
Charlotte,Bennett,37,66864
Lora,Bennett,41,91396
Jean,Bennett,55,95695
Gordon,Bennett,57,01377
Clara,Bennett,22,15532
Scott,Bennett,19,90312
Maurice,Bennett,55,88516
Gabriel,Bennett,65,91072
Jacob,Bennett,40,06098
Rosie,Bennett,36,45564
Nannie,Bennett,56,90676
Lee,Bennett,37,68906
Brent,Bennett,23,85700
Ollie,Bennett,56,83030
Sue,Bennett,34,43718
Mittie,Bennett,21,66690
Leonard,Bennett,58,51945
Evan,Bennett,48,78308
Emily,Bennett,65,00049
Nellie,Bennett,62,63274
Amelia,Bennett,40,58262
Mabelle,Bennett,36,58680
Nicholas,Benson,50,23326
Fannie,Benson,45,74048
Gregory,Benson,65,57163
Lettie,Benson,61,48602
Anthony,Benson,46,45531
Winifred,Benson,60,54466
Hallie,Benson,36,01758
Isabelle,Benson,41,85457
Alejandro,Benson,18,42869
Francisco,Benson,54,24761
Alice,Benson,34,84739
Iva,Benson,56,22049
Mike,Benson,32,54340
Sophia,Benson,19,41435
Joshua,Benson,51,42093
Catherine,Benson,61,96138
Beulah,Benson,55,61746
Isabella,Benson,56,98060
Brett,Benson,64,84656
Addie,Benson,41,60073
Herman,Benson,56,59223
Richard,Benson,59,15038
Jay,Benson,22,51888
Rosetta,Benson,43,37818
Hilda,Benson,23,53489
Tom,Benson,18,88578
Estelle,Benson,57,35887
Bertie,Benson,60,95596
Stanley,Benson,48,40071
Cameron,Benson,43,68378
Phillip,Benson,39,89365
Eugene,Benson,22,42778
Steven,Benson,60,30918
Jimmy,Benson,36,10647
Polly,Benson,42,79013
Grace,Benson,47,58792
Bess,Berry,29,47711
Lou,Berry,58,40119
Ann,Berry,53,22788
Jeffery,Berry,37,90678
Lillie,Berry,53,51066
Victor,Berry,18,80588
Genevieve,Berry,64,92752
Sam,Berry,19,49745
Billy,Berry,55,24322
Mike,Berry,28,03972
Alice,Berry,37,44479
Garrett,Berry,34,98818
Cora,Berry,42,33360
Clifford,Berry,53,92984
Seth,Berry,23,43541
Jason,Berry,55,95317
May,Berry,21,02906
Linnie,Berry,42,13403
Derek,Berry,40,57912
Russell,Berry,51,54731
Etta,Berry,29,43022
Albert,Berry,48,25074
Howard,Berry,26,69082
Mollie,Berry,33,79793
Allen,Berry,62,52231
Jack,Berry,54,24214
Bill,Berry,62,02383
Cameron,Berry,53,17543
Daniel,Berry,55,19630
Julia,Berry,61,57853
Nell,Berry,28,63206
Mabelle,Berry,43,01390
Adeline,Berry,18,90140
Sara,Bishop,43,65673
Don,Bishop,60,03085
Alfred,Bishop,42,93331
Clayton,Bishop,55,79833
Ethel,Bishop,26,43001
Maude,Bishop,40,19467
Bertha,Bishop,53,64171
Gregory,Bishop,26,07750
Inez,Bishop,36,00944
Jennie,Bishop,33,85184
Callie,Bishop,61,45879
Jerome,Bishop,22,22645
Lily,Bishop,38,79336
Alejandro,Bishop,46,35285
Lucile,Bishop,44,70060
Curtis,Bishop,23,37130
Iva,Bishop,39,72469
Alice,Bishop,31,05627
Jordan,Bishop,32,97795
Vincent,Bishop,60,91976
Olivia,Bishop,23,83140
Elsie,Bishop,41,52294
Mildred,Bishop,37,64445
Rosie,Bishop,37,12725
Jay,Bishop,30,34280
Ola,Bishop,42,99826
Lena,Bishop,19,85018
Tony,Bishop,21,59671
Frederick,Bishop,59,73236
Flora,Bishop,52,57969
Harry,Bishop,48,21521
Bernard,Bishop,47,36432
Sylvia,Bishop,56,39755
Alan,Bishop,35,60012
Esther,Bishop,43,72826
Effie,Bishop,31,18209
Lulu,Bishop,39,06041
Madge,Bishop,44,35851
Lucille,Bishop,60,40799
Mittie,Bishop,28,73906
Teresa,Bishop,45,61524
Jared,Bishop,62,49752
Mina,Bishop,26,59270
Millie,Bishop,23,72163
Angel,Black,56,45577
Gavin,Black,40,41750
Bradley,Black,48,87878
Martha,Black,38,24123
Fannie,Black,29,61844
Hannah,Black,42,22038
Maggie,Black,21,93916
Eula,Black,37,42282
Jessie,Black,22,99614
Fanny,Black,40,74563
Lola,Black,63,99959
Shawn,Black,61,08508
Elmer,Black,45,47141
Douglas,Black,55,81791
Ada,Black,34,03401
Mason,Black,44,21298
Elizabeth,Black,19,83457
Ricky,Black,25,81627
Brent,Black,59,83685
Frank,Black,33,19230
Roxie,Black,48,60570
Mable,Black,65,20330
Milton,Black,55,77408
Johnny,Black,65,82557
Mina,Black,50,56528
Hester,Blair,61,18028
Delia,Blair,64,51256
Clayton,Blair,19,88740
Sally,Blair,64,10109
Olive,Blair,35,23304
Sophie,Blair,26,41840
Sophia,Blair,47,87884
Maurice,Blair,42,35312
Isabel,Blair,51,95603
Christine,Blair,55,55614
Herman,Blair,30,20731
Edgar,Blair,35,29824
Jeremiah,Blair,34,38631
Marian,Blair,31,47589
Laura,Blair,26,46763
Cecilia,Blair,30,21320
Alex,Blair,40,94992
Stella,Blair,57,45863
Edward,Blair,34,73725
Roxie,Blair,47,06133
Matilda,Blair,42,49442
Bill,Blair,53,99754
Rebecca,Blair,50,74613
Oscar,Blair,27,96081
Cecelia,Blair,25,16154
Mittie,Blair,34,07013
Dylan,Blair,33,19736
Evan,Blair,25,09318
Aaron,Blair,28,13778
Adele,Blair,27,77190
Nellie,Blair,26,11993
Henrietta,Blair,65,28220
Violet,Blake,30,30552
Rose,Blake,63,65699
Delia,Blake,46,59295
Adelaide,Blake,30,31451
Chris,Blake,19,53364
Victor,Blake,38,34094
Marguerite,Blake,57,18281
Lily,Blake,23,32206
Jerome,Blake,61,81464
Myrtle,Blake,29,70341
Eula,Blake,40,88733
Jon,Blake,27,53963
Alejandro,Blake,39,34746
Josephine,Blake,24,11276
Ora,Blake,31,12838
Mike,Blake,21,80722
Steve,Blake,47,25836
Lura,Blake,34,07413
Edgar,Blake,40,53377
David,Blake,40,06089
Glenn,Blake,53,10490
Jeff,Blake,33,80907
Hilda,Blake,52,57119
Lee,Blake,58,07056
Edward,Blake,19,72247
Bertie,Blake,27,21606
Bill,Blake,50,22962
Nettie,Blake,56,69635
Jack,Blake,24,53543
Myrtie,Blake,18,14483
Josie,Blake,47,95302
Steven,Blake,19,62486
Leona,Blake,51,69943
Bessie,Blake,57,29130
Hulda,Blake,50,77232
Mary,Blake,30,68450
Irene,Blake,33,85126
Adeline,Blake,20,81543
Virginia,Boone,57,46130
Delia,Boone,33,63699
Corey,Boone,43,35398
Alfred,Boone,53,90102
Jeffrey,Boone,59,48817
Adelaide,Boone,65,51987
Nina,Boone,18,53276
Jon,Boone,21,68844
Cynthia,Boone,58,28340
Robert,Boone,25,09395
Henry,Boone,40,08163
Rodney,Boone,52,75671
Fanny,Boone,36,67909
Vincent,Boone,64,87221
Lizzie,Boone,56,96697
Hunter,Boone,59,78390
Edgar,Boone,56,00406
Rosie,Boone,43,32472
Georgie,Boone,58,34954
Isaiah,Boone,54,85996
Lucinda,Boone,38,39181
Carrie,Boone,65,60864
Tom,Boone,27,61712
Edward,Boone,22,57310
Roxie,Boone,50,53705
Vera,Boone,35,85743
Jeanette,Boone,41,65837
Sue,Boone,62,45036
Annie,Boone,35,23416
Hettie,Boone,56,26793
Walter,Boone,24,17501
Luella,Boone,64,50228
Harold,Boone,56,35211
Peter,Boone,55,46820
Violet,Bowen,32,31416
Don,Bowen,32,77517
Dean,Bowen,53,50671
Cornelia,Bowen,44,49327
Victor,Bowen,35,48603
Elijah,Bowen,60,42479
Leo,Bowen,54,10801
Edna,Bowen,49,68818
Chester,Bowen,44,67305
Rodney,Bowen,18,12847
Curtis,Bowen,52,92927
Christine,Bowen,59,29880
Lura,Bowen,56,53953
Shane,Bowen,34,11144
Herman,Bowen,44,35883
Nannie,Bowen,37,20065
Michael,Bowen,60,88512
Agnes,Bowen,59,40582
Allen,Bowen,41,46739
Steven,Bowen,38,91261
Charles,Bowen,47,32157
Hettie,Bowen,53,90640
Janie,Bowen,21,86999
Alma,Bowen,22,46449
Henrietta,Bowen,42,72060
Elva,Bowen,36,29964
Bradley,Bowers,29,99039
Florence,Bowers,47,85690
Rhoda,Bowers,61,23719
Maggie,Bowers,21,04766
Julian,Bowers,28,64282
Lettie,Bowers,21,41455
Cody,Bowers,25,28144
Carolyn,Bowers,22,18005
Tyler,Bowers,20,06512
Derrick,Bowers,24,34801
Philip,Bowers,38,30101
Mitchell,Bowers,57,02082
Jeremiah,Bowers,19,34133
Logan,Bowers,21,86871
Shane,Bowers,56,46105
Jose,Bowers,42,37999
Winnie,Bowers,63,69158
Ryan,Bowers,33,75573
Noah,Bowers,61,12823
Frederick,Bowers,39,63653
Linnie,Bowers,49,91302
Ivan,Bowers,57,60903
Roxie,Bowers,43,61977
Alan,Bowers,56,13016
Lottie,Bowers,29,00399
Esther,Bowers,57,92567
Estella,Bowers,59,14021
Leonard,Bowers,29,07115
Jane,Bowers,50,78866
Hulda,Bowers,24,83507
Nelle,Bowers,59,35893
Angel,Bowman,44,84688
Bertha,Bowman,27,97057
Francis,Bowman,44,37763
Jeffrey,Bowman,58,80471
Phoebe,Bowman,33,38238
Roy,Bowman,48,99223
Melvin,Bowman,64,00927
Rosa,Bowman,62,58031
Sarah,Bowman,19,45406
Eula,Bowman,33,25748
Elnora,Bowman,28,16804
Todd,Bowman,34,75151
Tyler,Bowman,24,76659
Martin,Bowman,26,90765
Gerald,Bowman,37,50708
Cecilia,Bowman,36,73481
Joe,Bowman,51,63066
Eric,Bowman,43,36042
Katherine,Bowman,61,75053
Viola,Bowman,54,91278
Carlos,Bowman,29,40787
Lelia,Bowman,37,53097
Allen,Bowman,61,32617
Louisa,Bowman,47,81548
Ernest,Bowman,60,38171
Lulu,Bowman,39,04353
Bessie,Bowman,64,94349
Mabel,Bowman,33,65685
Mina,Bowman,64,77324
Harold,Bowman,20,81401
Travis,Boyd,27,81849
Delia,Boyd,61,68225
Bess,Boyd,60,32745
Landon,Boyd,20,34087
Adelaide,Boyd,28,80946
Austin,Boyd,53,07078
Jorge,Boyd,62,64202
Winifred,Boyd,48,82697
Stephen,Boyd,54,23096
Lucile,Boyd,46,68557
Todd,Boyd,59,63342
Lola,Boyd,32,75074
Herman,Boyd,47,90325
Blake,Boyd,27,67492
Carl,Boyd,32,65245
David,Boyd,63,65509
Duane,Boyd,35,33169
Lula,Boyd,50,58594
Flora,Boyd,54,46103
Edwin,Boyd,50,21323
Marc,Boyd,58,70570
Ollie,Boyd,37,16107
Ella,Boyd,58,07729
Hulda,Boyd,33,07402
Walter,Boyd,22,66953
Birdie,Boyd,31,98712
Johanna,Bradley,39,44823
Lou,Bradley,51,01038
Francis,Bradley,21,67696
Pauline,Bradley,53,94170
Phoebe,Bradley,40,10436
Vernon,Bradley,35,78727
James,Bradley,49,89644
Winifred,Bradley,24,18059
Sophie,Bradley,51,61844
Lenora,Bradley,37,26241
Gussie,Bradley,44,67088
Erik,Bradley,33,81979
Eddie,Bradley,57,84646
Sophia,Bradley,31,58601
Vincent,Bradley,48,89200
Kyle,Bradley,45,29449
Gilbert,Bradley,51,51622
Jackson,Bradley,64,51095
Eunice,Bradley,47,93269
Kenneth,Bradley,47,94667
Arthur,Bradley,47,11415
Isaac,Bradley,41,43469
Randall,Bradley,23,65600
Marc,Bradley,60,38130
Lulu,Bradley,20,58415
Amy,Bradley,62,91056
Earl,Bradley,51,11345
Johnny,Bradley,58,01168
Dylan,Bradley,46,60901
Mina,Bradley,36,94117
Hettie,Bradley,65,80760
Walter,Bradley,57,06311
Theodore,Bradley,30,64216
Maude,Brady,18,45841
Katie,Brady,51,19397
Warren,Brady,48,18812
Winifred,Brady,40,84868
Lenora,Brady,48,36518
Clara,Brady,23,35276
Henry,Brady,57,09643
Jessie,Brady,44,22682
Joshua,Brady,30,59645
Lola,Brady,62,38322
Martin,Brady,34,48268
Isabella,Brady,35,06219
Christine,Brady,48,31343
Lucy,Brady,63,44299
Jayden,Brady,33,22467
Blake,Brady,45,13830
Ryan,Brady,33,55123
Mathilda,Brady,60,30492
Marian,Brady,18,61693
Fred,Brady,37,33908
Alex,Brady,52,91412
Louise,Brady,53,82079
Stella,Brady,40,02352
Luke,Brady,36,60608
Randall,Brady,28,50845
Lida,Brady,56,61490
Ethan,Brady,21,16391
Ollie,Brady,43,08263
Nettie,Brady,22,25754
Leroy,Brady,32,97223
Julia,Brady,46,14845
Craig,Brady,35,77586
Leon,Brady,40,10290
Ruth,Brady,56,41352
Caroline,Brady,46,89716
Delia,Brewer,41,11257
Sara,Brewer,50,46514
Dean,Brewer,62,76797
Cornelia,Brewer,37,45990
Hattie,Brewer,53,24476
Chris,Brewer,32,23111
Gertrude,Brewer,47,93042
John,Brewer,37,57113
Jessie,Brewer,30,36954
Betty,Brewer,39,44286
Belle,Brewer,34,40162
Maurice,Brewer,38,31050
Paul,Brewer,40,35839
Mayme,Brewer,56,78747
Jay,Brewer,30,41416
Georgie,Brewer,54,57573
Seth,Brewer,46,25035
Christina,Brewer,46,95899
Bertie,Brewer,33,39840
Edwin,Brewer,50,18411
Matilda,Brewer,22,25772
Cameron,Brewer,60,10021
Essie,Brewer,55,56277
Eugene,Brewer,42,80108
Johnny,Brewer,24,98599
Craig,Brewer,44,06900
Jimmy,Brewer,40,34186
Lilly,Brewer,48,87978
Gregory,Bridges,29,37199
Glen,Bridges,49,96934
Sallie,Bridges,63,60797
Evelyn,Bridges,41,68203
Isabelle,Bridges,61,56173
Cynthia,Bridges,61,86707
Lizzie,Bridges,52,05615
Paul,Bridges,46,78569
Mitchell,Bridges,28,96551
Della,Bridges,19,44043
Mildred,Bridges,56,65571
Logan,Bridges,50,47360
Herman,Bridges,53,81719
Duane,Bridges,52,27084
Cory,Bridges,18,03728
Rosetta,Bridges,31,38837
Dora,Bridges,23,68350
Clyde,Bridges,50,05869
Adrian,Bridges,43,98497
Matilda,Bridges,58,54730
Ray,Bridges,45,70102
Eleanor,Bridges,59,88255
Pearl,Bridges,50,15455
Grace,Bridges,60,59671
Francis,Briggs,56,95010
Celia,Briggs,20,94603
Mattie,Briggs,64,51273
Brandon,Briggs,61,78657
Bryan,Briggs,64,93613
Olive,Briggs,35,09937
Sally,Briggs,63,00154
Zachary,Briggs,47,58494
Stephen,Briggs,24,24742
Roger,Briggs,57,70853
Dominic,Briggs,49,59836
Alvin,Briggs,48,53273
Jordan,Briggs,56,99256
Mathilda,Briggs,49,44429
Christian,Briggs,21,12059
Hilda,Briggs,24,01766
Frederick,Briggs,52,63275
Edward,Briggs,51,06226
Clyde,Briggs,26,70871
Harvey,Briggs,60,68971
Rebecca,Briggs,48,56327
Mamie,Briggs,37,03796
Mittie,Briggs,59,83982
Julia,Briggs,49,44737
Bruce,Briggs,19,64672
Hettie,Briggs,25,03630
Birdie,Briggs,64,95300
Adeline,Briggs,48,69261
Phoebe,Brock,65,73612
Dale,Brock,60,54796
Sarah,Brock,26,29378
Amanda,Brock,52,52881
Ronnie,Brock,55,90755
Cody,Brock,56,50120
Clara,Brock,30,31663
Allie,Brock,62,68809
Alvin,Brock,51,10508
Chad,Brock,21,79177
Iva,Brock,43,92309
Mike,Brock,53,35697
Philip,Brock,21,65781
Herman,Brock,50,73095
Rosie,Brock,43,66601
Isaiah,Brock,63,47609
Noah,Brock,63,59611
Eugenia,Brock,33,93726
Sue,Brock,44,60365
Mittie,Brock,23,79242
Frances,Brock,21,94787
Leroy,Brock,28,72992
Aiden,Brock,59,21749
Ella,Brock,22,37846
Jimmy,Brock,59,68737
Blanche,Brock,39,84939
Nell,Brock,27,41212
Luella,Brock,42,34270
Lela,Brock,41,00549
Harold,Brock,63,40540
Hester,Brooks,39,76856
Maude,Brooks,58,15249
Jeremy,Brooks,24,45798
Owen,Brooks,64,65004
James,Brooks,23,63853
Lillie,Brooks,50,40063
Jean,Brooks,43,76861
Keith,Brooks,35,98438
Eddie,Brooks,20,45357
Mayme,Brooks,42,70593
Seth,Brooks,55,94210
Mathilda,Brooks,29,66498
Wesley,Brooks,33,48778
Jonathan,Brooks,22,78419
Nannie,Brooks,28,21637
Rosetta,Brooks,38,11403
Tommy,Brooks,52,79442
Frank,Brooks,43,13381
Anne,Brooks,32,36540
Carlos,Brooks,35,50363
Vera,Brooks,59,39006
Jeanette,Brooks,45,82299
Dennis,Brooks,27,50480
Katharine,Brooks,38,53890
Marion,Brooks,37,76056
Donald,Brooks,23,39995
Ina,Brooks,47,01090
Evan,Brooks,50,28448
Earl,Brooks,50,00303
Caroline,Brooks,38,62023
Irene,Brooks,25,01786
Abbie,Brown,40,07798
Hattie,Brown,55,95729
Sallie,Brown,37,36921
Rosa,Brown,45,50016
Olive,Brown,59,46448
Nancy,Brown,64,88185
Julian,Brown,46,16772
Jorge,Brown,31,84965
Ronnie,Brown,65,25579
Allie,Brown,55,48119
Alvin,Brown,26,55333
Ora,Brown,33,34035
Jacob,Brown,58,62899
Marvin,Brown,43,16557
Manuel,Brown,45,64037
Arthur,Brown,61,18100
Isaac,Brown,29,58239
Wesley,Brown,21,82517
Tony,Brown,20,24602
Linnie,Brown,44,09949
Albert,Brown,38,58094
Charlie,Brown,23,88146
Bernard,Brown,55,85040
Mamie,Brown,49,31269
Esther,Brown,29,26095
Katharine,Brown,33,54900
Lawrence,Brown,43,25418
Lulu,Brown,20,86787
Frances,Brown,52,91153
Bessie,Brown,33,54550
Dylan,Brown,54,67729
Herbert,Brown,23,78633
Marie,Brown,26,39991
Clayton,Bryan,28,61517
Owen,Bryan,24,06452
Nicholas,Bryan,56,61805
Cornelia,Bryan,30,28592
Roy,Bryan,40,24170
Alice,Bryan,60,72109
Justin,Bryan,40,70841
Steve,Bryan,21,92375
Benjamin,Bryan,48,34779
Mitchell,Bryan,48,16398
Cole,Bryan,29,15541
Cordelia,Bryan,51,33757
Blake,Bryan,34,91034
Matthew,Bryan,47,82258
Estelle,Bryan,50,59675
Sue,Bryan,51,40844
Josie,Bryan,56,68654
Aiden,Bryan,20,21305
Earl,Bryan,24,14415
Leon,Bryan,49,79523
Mary,Bryan,29,99429
Aaron,Bryan,35,23642
Hettie,Bryan,57,61283
Ruth,Bryan,38,79792
Polly,Bryan,60,76774
Lillian,Bryant,48,14726
Violet,Bryant,42,57089
Johanna,Bryant,46,07592
Willie,Bryant,39,43892
Ralph,Bryant,57,18609
Jeffrey,Bryant,22,93877
Nina,Bryant,51,02798
Timothy,Bryant,64,14549
Edna,Bryant,18,23585
Virgie,Bryant,31,34609
Stephen,Bryant,65,51841
Erik,Bryant,32,26685
Billy,Bryant,27,25316
Luis,Bryant,21,75800
Mason,Bryant,27,64476
Manuel,Bryant,28,29582
Verna,Bryant,51,38848
May,Bryant,25,52202
Max,Bryant,60,07993
Georgia,Bryant,30,38504
Emma,Bryant,38,07113
Louisa,Bryant,63,22716
Effie,Bryant,48,13025
Madge,Bryant,38,93175
Ray,Bryant,24,66272
Oscar,Bryant,24,02807
Leroy,Bryant,22,56764
Barry,Bryant,19,80640
Fannie,Buchanan,26,58636
James,Buchanan,27,22999
Katie,Buchanan,37,99721
Charlotte,Buchanan,52,84378
Virgie,Buchanan,59,18935
Lucile,Buchanan,49,64672
Shawn,Buchanan,42,81539
Jacob,Buchanan,57,41890
Seth,Buchanan,40,91985
Mathilda,Buchanan,60,82173
Alberta,Buchanan,19,58110
Louise,Buchanan,60,69586
Augusta,Buchanan,45,18932
Lucille,Buchanan,44,79812
Ina,Buchanan,38,02950
Blanche,Buchanan,21,21710
Nell,Buchanan,20,22461
Elijah,Burgess,58,64820
Julian,Burgess,54,72086
Sophie,Burgess,19,19361
Winifred,Burgess,19,69744
Keith,Burgess,20,20408
Darrell,Burgess,25,26750
Fanny,Burgess,28,38257
Isabella,Burgess,33,24150
Steve,Burgess,58,22694
Lewis,Burgess,59,01553
Clifford,Burgess,34,92380
Blake,Burgess,48,59291
Rosalie,Burgess,61,40709
Winnie,Burgess,24,18132
Cory,Burgess,38,57186
Tillie,Burgess,50,62804
Franklin,Burgess,62,99942
Katharine,Burgess,38,22981
Ray,Burgess,39,99846
Amy,Burgess,64,07300
Julia,Burgess,27,46039
Aiden,Burgess,53,15792
Joseph,Burgess,22,58577
Mary,Burgess,31,48570
Sara,Burke,53,21958
Violet,Burke,59,20988
Lillian,Burke,26,41213
Alfred,Burke,23,01252
Corey,Burke,36,25146
Willie,Burke,51,77426
Celia,Burke,38,87606
Dean,Burke,54,70561
Dale,Burke,48,43096
Olive,Burke,64,48306
Virgie,Burke,32,90573
Lydia,Burke,55,82744
Lucile,Burke,63,43505
Joshua,Burke,51,03947
Steve,Burke,36,58308
Danny,Burke,54,57313
Shane,Burke,65,25518
Mayme,Burke,47,53393
Larry,Burke,32,69062
Micheal,Burke,39,64692
Christopher,Burke,48,68321
Lula,Burke,22,72680
Nathaniel,Burke,36,60425
Trevor,Burke,58,96665
Max,Burke,21,68536
Rebecca,Burke,39,65119
Mable,Burke,63,21928
Effie,Burke,20,81624
Cecelia,Burke,42,96141
Oscar,Burke,28,06063
Hettie,Burke,59,26166
Peter,Burke,62,87275
Lloyd,Burke,34,66775
Helena,Burns,21,12103
Francis,Burns,49,81131
Landon,Burns,43,93552
Patrick,Burns,23,51273
Nancy,Burns,24,15982
Eva,Burns,48,39019
Jerome,Burns,45,43058
John,Burns,25,02206
Lois,Burns,20,07432
Chester,Burns,57,05700
Danny,Burns,62,22929
Fred,Burns,45,69775
Lena,Burns,64,11242
Rosetta,Burns,44,10701
Emma,Burns,33,68352
Gary,Burns,33,96374
Craig,Burns,65,94712
Bruce,Burns,32,34424
Mabelle,Burns,37,25763
Abbie,Burton,41,32870
Maude,Burton,23,32663
Landon,Burton,34,05467
Chase,Burton,36,10852
Sallie,Burton,45,57765
Glen,Burton,58,24314
Edna,Burton,52,51681
Eva,Burton,65,15038
Jon,Burton,47,54890
Ronnie,Burton,20,79180
Francisco,Burton,59,92444
Louis,Burton,42,42857
Alejandro,Burton,20,24303
Robert,Burton,38,60654
Lucy,Burton,56,43068
Philip,Burton,62,74276
Logan,Burton,31,42299
Georgie,Burton,48,05187
Jonathan,Burton,62,29446
Cecilia,Burton,22,60781
Frederick,Burton,43,84247
Tillie,Burton,64,53957
Georgia,Burton,37,21966
Margaret,Burton,61,71771
Augusta,Burton,35,90273
Essie,Burton,50,47873
Josie,Burton,60,61950
Bernice,Burton,27,43013
Julia,Burton,65,58626
Ian,Burton,28,62364
Aaron,Burton,29,44174
Eliza,Burton,65,00080
Mary,Burton,62,81394
Don,Bush,24,93262
Abbie,Bush,22,08636
Bettie,Bush,31,24888
Nina,Bush,45,98658
Jorge,Bush,34,49024
Sally,Bush,39,32509
Julian,Bush,40,16196
Zachary,Bush,43,86316
Lora,Bush,20,02141
Lois,Bush,23,91892
Chester,Bush,35,03586
Elnora,Bush,29,03332
Maurice,Bush,19,29345
Betty,Bush,62,11033
Elsie,Bush,31,04724
Benjamin,Bush,64,87899
Marvin,Bush,26,94263
Jacob,Bush,37,83684
Ophelia,Bush,29,52782
Carl,Bush,41,65786
Dustin,Bush,21,43750
Lida,Bush,48,28182
Frank,Bush,36,41815
Flora,Bush,25,81006
Gary,Bush,31,05407
Daniel,Bush,43,78338
Myrtie,Bush,64,67708
Antonio,Bush,21,24832
Miguel,Bush,44,71931
Adeline,Bush,56,56065
Pearl,Bush,57,45975
Johanna,Butler,33,11788
Sallie,Butler,61,64565
Gertrude,Butler,39,85470
Ronnie,Butler,38,03709
Stephen,Butler,64,78163
Calvin,Butler,64,21872
Iva,Butler,27,20403
Cora,Butler,32,65004
Nannie,Butler,61,32154
Christina,Butler,25,02755
Alberta,Butler,49,73996
Tom,Butler,62,17151
Dora,Butler,63,34019
Howard,Butler,30,58127
Edward,Butler,31,57596
Jeanette,Butler,45,59350
Ethan,Butler,41,22997
Emma,Butler,41,79656
Sue,Butler,30,47778
Lawrence,Butler,37,28980
Ray,Butler,29,82826
Jimmy,Butler,64,72483
Walter,Butler,62,04389
Norman,Butler,46,12985
Grace,Butler,61,45417
Peter,Butler,64,12799
Travis,Byrd,22,36058
Alfred,Byrd,36,39682
Ethel,Byrd,21,29523
Lillie,Byrd,62,73329
Nancy,Byrd,45,24656
Julian,Byrd,45,89561
Lora,Byrd,54,36757
Marcus,Byrd,29,15569
Lucas,Byrd,34,50652
Cynthia,Byrd,33,18788
Alejandro,Byrd,63,32553
Daisy,Byrd,63,54564
Isabel,Byrd,32,54819
Alvin,Byrd,64,25639
Maurice,Byrd,41,65293
Olivia,Byrd,58,31092
Addie,Byrd,58,72213
Ryan,Byrd,26,29789
Georgie,Byrd,63,23287
Marian,Byrd,34,87237
Isaiah,Byrd,36,62487
Dustin,Byrd,59,42507
Tony,Byrd,24,62060
Eric,Byrd,62,89978
Frank,Byrd,35,35511
Victoria,Byrd,28,18104
Alan,Byrd,64,11005
Essie,Byrd,30,49328
Estella,Byrd,21,74679
Bessie,Byrd,53,56395
Andrew,Byrd,43,46711
Ian,Byrd,42,73783
Terry,Byrd,54,89063
Chris,Cain,20,38051
Gertrude,Cain,32,80031
Jean,Cain,31,95035
Keith,Cain,49,18629
Lenora,Cain,36,15258
Chad,Cain,25,72853
Isabel,Cain,43,28112
Ora,Cain,64,14634
Joshua,Cain,60,33501
Shawn,Cain,58,45002
Steve,Cain,31,02533
Marvin,Cain,41,11135
Kenneth,Cain,46,00508
Mayme,Cain,30,50834
Georgie,Cain,37,10678
Jay,Cain,31,68422
Wesley,Cain,43,39539
Katherine,Cain,18,58052
Eric,Cain,56,79457
Nettie,Cain,21,35860
Wayne,Cain,36,36749
Barry,Cain,30,72715
Donald,Cain,56,79630
Nell,Cain,25,19763
Luella,Cain,58,15087
Abbie,Caldwell,51,01181
William,Caldwell,23,93955
Zachary,Caldwell,52,71769
Sophie,Caldwell,51,64613
Calvin,Caldwell,62,28236
Jon,Caldwell,22,47900
Clara,Caldwell,48,62228
Gussie,Caldwell,53,68776
Elnora,Caldwell,37,96574
Lura,Caldwell,28,20960
Cordelia,Caldwell,19,67298
Rosie,Caldwell,44,11195
Isaiah,Caldwell,47,14296
Duane,Caldwell,38,25763
Jeff,Caldwell,44,13211
Verna,Caldwell,26,57713
Luke,Caldwell,37,89669
Linnie,Caldwell,65,11930
Carlos,Caldwell,56,57004
Stanley,Caldwell,57,46946
Cameron,Caldwell,23,40211
Lucille,Caldwell,41,05428
Ray,Caldwell,25,40353
Steven,Caldwell,47,11621
Leroy,Caldwell,59,93103
Evan,Caldwell,24,60915
Wayne,Caldwell,61,48812
Adele,Caldwell,44,12386
Alma,Caldwell,23,52730
Sean,Caldwell,53,00651
Mary,Caldwell,56,16184
Caroline,Caldwell,44,47180
Mina,Caldwell,55,28673
Henrietta,Caldwell,34,40920
Virginia,Campbell,41,07733
Rose,Campbell,57,75036
Landon,Campbell,60,03365
Lou,Campbell,50,04144
Ralph,Campbell,33,56318
Nina,Campbell,62,00180
Eva,Campbell,23,19697
Virgie,Campbell,42,38466
Leo,Campbell,63,42097
Lora,Campbell,33,10385
Lenora,Campbell,43,05060
Lucile,Campbell,39,97057
Alejandro,Campbell,20,54011
Darrell,Campbell,27,84352
Lola,Campbell,22,08148
Isabel,Campbell,43,54404
Lucy,Campbell,20,97651
Hunter,Campbell,52,05933
Mayme,Campbell,52,25524
George,Campbell,42,32888
Arthur,Campbell,58,26919
Winnie,Campbell,50,59204
